row,path,generator,is_real,split,label,content,content_label_source,annotator,review_status
5940,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01829413_1135.jpg,real,1,cross_generator_test,0,,,,unreviewed
5941,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003089.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5942,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001034.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5943,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02455.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
5944,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001277.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5945,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02090721_3807.jpg,real,1,cross_generator_test,0,,,,unreviewed
5946,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04946.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
5947,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02629.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
5948,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03899768_123971.jpg,real,1,cross_generator_test,0,,,,unreviewed
5950,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002580.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5951,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_004264.jpg,real,1,cross_generator_test,0,,,,unreviewed
5952,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n04090263_7601.jpg,real,1,cross_generator_test,0,,,,unreviewed
5953,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03840.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
5954,C:\datasets\genimage_norm_crop\real_extra\places365\cars_02102.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
5955,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02454.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
5956,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000321.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5957,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004145.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5958,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003638.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5959,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04325704_20879.jpg,real,1,cross_generator_test,0,,,,unreviewed
5960,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02883205_14787.jpg,real,1,cross_generator_test,0,,,,unreviewed
5961,C:\datasets\genimage_norm_crop\real_extra\places365\food_04953.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
5962,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02537.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
5963,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01827.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
5964,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000610.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5965,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n02488702_4513.jpg,real,1,cross_generator_test,0,,,,unreviewed
5966,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n01698640_10400.jpg,real,1,cross_generator_test,0,,,,unreviewed
5967,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03673027_24328.jpg,real,1,cross_generator_test,0,,,,unreviewed
5969,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004947.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5970,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001841.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5971,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00418.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
5972,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003695.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5974,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001689.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5975,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000362.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5976,C:\datasets\genimage_norm_crop\real_extra\places365\food_02115.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
5977,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002927.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5978,C:\datasets\genimage_norm_crop\real_extra\places365\cars_02334.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
5979,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02403003_3857.jpg,real,1,cross_generator_test,0,,,,unreviewed
5980,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04204238_8264.jpg,real,1,cross_generator_test,0,,,,unreviewed
5981,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003929.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5983,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003936.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5984,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04111531_8723.jpg,real,1,cross_generator_test,0,,,,unreviewed
5985,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001756.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5986,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004252.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5987,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02906.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
5988,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02044.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
5989,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003869.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
5990,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002303.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5991,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02306.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
5992,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_003993.jpg,real,1,cross_generator_test,0,,,,unreviewed
5993,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_003262.jpg,real,1,cross_generator_test,0,,,,unreviewed
5995,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03110669_36540.jpg,real,1,cross_generator_test,0,,,,unreviewed
5996,C:\datasets\genimage_norm_crop\real_extra\places365\food_07573.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
5997,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02219486_29501.jpg,real,1,cross_generator_test,0,,,,unreviewed
5998,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001596.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
5999,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03873416_12631.jpg,real,1,cross_generator_test,0,,,,unreviewed
6000,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002245.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6001,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_01288.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6002,C:\datasets\genimage_norm_crop\real_extra\places365\food_05969.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6003,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n07684084_746.jpg,real,1,cross_generator_test,0,,,,unreviewed
6004,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_001289.jpg,real,1,cross_generator_test,0,,,,unreviewed
6005,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02102040_2989.jpg,real,1,cross_generator_test,0,,,,unreviewed
6007,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00075.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6008,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n07695742_2461.jpg,real,1,cross_generator_test,0,,,,unreviewed
6009,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003295.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6010,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_01319.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6011,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002530.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6012,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04321.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6013,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003906.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6014,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01553.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6015,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000771.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6016,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003461.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6017,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002574.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6018,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_001777.jpg,real,1,cross_generator_test,0,,,,unreviewed
6020,C:\datasets\genimage_norm_crop\real_extra\places365\cars_00588.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6021,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002203.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6022,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002926.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6023,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004123.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6024,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001148.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6025,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02788.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6027,C:\datasets\genimage_norm_crop\real_extra\places365\food_03476.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6028,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001367.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6029,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004643.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6030,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01291.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6031,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00428.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6032,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002296.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6033,C:\datasets\genimage_norm_crop\real_extra\places365\food_02248.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6034,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n01740131_22088.jpg,real,1,cross_generator_test,0,,,,unreviewed
6035,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02317.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6036,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03532672_19457.jpg,real,1,cross_generator_test,0,,,,unreviewed
6037,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03895866_9402.jpg,real,1,cross_generator_test,0,,,,unreviewed
6038,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004047.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6039,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000215.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6040,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002318.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6041,C:\datasets\genimage_norm_crop\real_extra\places365\food_09352.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6042,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n02346627_20176.jpg,real,1,cross_generator_test,0,,,,unreviewed
6043,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001584.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6044,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02573.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6045,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002840.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6046,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01734418_1709.jpg,real,1,cross_generator_test,0,,,,unreviewed
6048,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01735189_1420.jpg,real,1,cross_generator_test,0,,,,unreviewed
6049,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n01630670_1590.jpg,real,1,cross_generator_test,0,,,,unreviewed
6050,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003219.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6051,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003976.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6052,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03920288_315.jpg,real,1,cross_generator_test,0,,,,unreviewed
6053,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004271.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6054,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_004714.jpg,real,1,cross_generator_test,0,,,,unreviewed
6055,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04252225_3850.jpg,real,1,cross_generator_test,0,,,,unreviewed
6056,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002107.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6057,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04144.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6058,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04505470_1803.jpg,real,1,cross_generator_test,0,,,,unreviewed
6059,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_00588.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6060,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03599486_8270.jpg,real,1,cross_generator_test,0,,,,unreviewed
6061,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_002620.jpg,real,1,cross_generator_test,0,,,,unreviewed
6062,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04404412_14069.jpg,real,1,cross_generator_test,0,,,,unreviewed
6063,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n07716358_1288.jpg,real,1,cross_generator_test,0,,,,unreviewed
6064,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n01601694_10419.jpg,real,1,cross_generator_test,0,,,,unreviewed
6065,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002889.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6066,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_002323.jpg,real,1,cross_generator_test,0,,,,unreviewed
6067,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n02090721_2230.jpg,real,1,cross_generator_test,0,,,,unreviewed
6068,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_002162.jpg,real,1,cross_generator_test,0,,,,unreviewed
6069,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00667.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6070,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_003211.jpg,real,1,cross_generator_test,0,,,,unreviewed
6071,C:\datasets\genimage_norm_crop\real_extra\places365\food_06213.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6072,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02398521_94607.jpg,real,1,cross_generator_test,0,,,,unreviewed
6073,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000783.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6074,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_004750.jpg,real,1,cross_generator_test,0,,,,unreviewed
6075,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03901.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6076,C:\datasets\genimage_norm_crop\real_extra\places365\food_07260.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6077,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003558.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6078,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001829.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6079,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002250.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6080,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_004081.jpg,real,1,cross_generator_test,0,,,,unreviewed
6081,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001400.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6082,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_000887.jpg,real,1,cross_generator_test,0,,,,unreviewed
6083,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003082.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6084,C:\datasets\genimage_norm_crop\real_extra\places365\cars_03582.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6085,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001835.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6086,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n04532106_17111.jpg,real,1,cross_generator_test,0,,,,unreviewed
6087,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_001028.jpg,real,1,cross_generator_test,0,,,,unreviewed
6089,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_004414.jpg,real,1,cross_generator_test,0,,,,unreviewed
6090,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_001259.jpg,real,1,cross_generator_test,0,,,,unreviewed
6091,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_004896.jpg,real,1,cross_generator_test,0,,,,unreviewed
6092,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002971.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6093,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003281.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6094,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02226429_11315.jpg,real,1,cross_generator_test,0,,,,unreviewed
6096,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001152.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6097,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01811.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6098,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00022.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6099,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02988.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6100,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03240683_12483.jpg,real,1,cross_generator_test,0,,,,unreviewed
6101,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04130.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6102,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03670208_52645.jpg,real,1,cross_generator_test,0,,,,unreviewed
6103,C:\datasets\genimage_norm_crop\real_extra\places365\food_01312.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6104,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00924.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6105,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004331.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6106,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003798.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6107,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01451.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6108,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000735.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6109,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01260.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6110,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04876.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6111,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n01978455_5906.jpg,real,1,cross_generator_test,0,,,,unreviewed
6112,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01530575_538.jpg,real,1,cross_generator_test,0,,,,unreviewed
6113,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_000335.jpg,real,1,cross_generator_test,0,,,,unreviewed
6114,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001400.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6115,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003006.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6116,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001319.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6117,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000297.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6118,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004487.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6119,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004158.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
6120,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01943899_30289.jpg,real,1,cross_generator_test,0,,,,unreviewed
6121,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n01537544_8920.jpg,real,1,cross_generator_test,0,,,,unreviewed
6122,C:\datasets\genimage_norm_crop\real_extra\places365\food_05053.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
6123,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003755.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6124,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_001293.jpg,real,1,cross_generator_test,0,,,,unreviewed
6125,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03900.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6126,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00675.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6127,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02607.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6128,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04390.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
6129,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n02457408_12460.jpg,real,1,cross_generator_test,0,,,,unreviewed
6130,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02487347_12206.jpg,real,1,cross_generator_test,0,,,,unreviewed
6131,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01128.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6132,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n03272562_9038.jpg,real,1,cross_generator_test,0,,,,unreviewed
6133,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01902.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
6134,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002732.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6135,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03691459_43644.jpg,real,1,cross_generator_test,0,,,,unreviewed
6136,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_003771.jpg,real,1,cross_generator_test,0,,,,unreviewed
6137,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02119022_12608.jpg,real,1,cross_generator_test,0,,,,unreviewed
6138,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03000247_19335.jpg,real,1,cross_generator_test,0,,,,unreviewed
6139,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00529.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
6140,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001451.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6141,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001927.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
6142,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001654.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
